AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
1005.45;77;0;32.6;22.9;22
1004.1;72.38;0;34.8;22.9;24
1004.47;73.88;0;34.2;24.1;24
1005.8;79.25;0;34.4;23.9;28
1004.53;75.63;0;36;23.9;17
1003.83;78.75;0;34.2;24.5;22
1004.18;80.25;21.2;34.6;22.6;65
1005.85;86;0.6;33.5;23.3;13
1006.63;86;103.3;33.8;22.9;33
1005.51;88.75;0;31.7;23.4;15
1004.44;82.75;0;32.9;24.2;17
1005.07;82.25;0;33.2;23.3;20
1006.03;82.63;23.3;33.9;22.3;46
1005.26;87;1.5;32.7;23.2;41
1005.36;84.38;0;32.4;23.9;41
1005.62;75.5;0;32.4;24.2;22
1006.02;73.88;0;33.6;24.5;32
1005.57;76.88;0;33.9;24.7;17
1004.18;74.13;0;34.3;25.1;20
1003.55;79;0;33.1;24.7;28
1003.92;84.5;16.1;32.6;23.9;46
1004.17;85.25;0;31.7;24.1;20
1004.14;83.75;0.4;33.3;24.7;22
1003.79;80.75;0;34.5;24.4;24
1003.26;79.38;4.3;33.2;25.7;26
1002.59;82;0;32.4;24.7;15
1002.28;84;24.6;33.1;24.3;19
1003.07;86;4.3;32.3;24.7;35
1004.24;80.13;8;33.1;24;41
1005.34;80.25;0;34;23.9;28
1005.37;76.88;0;36.1;24.3;19
1006.26;72.25;0;36.8;25.2;15
1005.67;74.13;0;36.3;25.7;17
1004.52;81;0;34.2;25.7;28
1002.19;84.75;23.2;33.6;25.2;39
1003.26;94.63;23;30;23.8;35
1006.94;89.38;0;28.8;22.3;33
1006.97;84.63;1.4;29.8;24;32
1004.55;79.13;0;32.6;23.8;22
1002.31;81.75;0.3;31.2;24.7;24
1002.33;76.63;0;32.8;24.5;28
1004.06;87;11.5;31.2;24.6;32
1003.17;81.25;0;31.8;24.3;32
1002.11;77;0.1;31.8;25.1;35
1003.29;92.88;6.2;26.6;23.8;19
1005.52;83.75;0.1;32;23.8;37
1005.14;85.13;4.7;32.3;22.9;32
1002.24;81.5;0;33.8;23.2;17
1002.14;75.75;0;33.8;24.6;20
1002.66;74.25;0;32.7;25.1;17
1001.6;76.25;0;32.3;25.1;32
1001.04;77.63;0;31.8;24.9;35
1001.55;75.88;0;31.7;24.3;28
1003.57;75.5;0;30.9;25.5;24
1004.91;79.13;0;32.4;25.6;20
1004.59;77;0;33.4;25;15
1005;77;0.9;33.3;25.3;28
1006.41;87.5;1.3;32.3;24.2;30
1007.85;90.88;1.9;27;23.8;17
1008.45;97.25;6.6;24.8;23.3;19
1007.79;85.25;0;29.9;22.6;22
1008.36;83.13;11.4;32.5;22.7;26
1010.55;95.38;19.3;26.4;22.9;19
1009.2;86.88;0.1;30.4;21.1;41
1006.95;82.63;1.6;31.6;24.1;41
1006.92;80.5;0;30.9;24;15
1006.56;79.5;6.1;33.9;23.2;17
1007.39;88;0.1;32.9;23.6;24
1007.02;81.5;0;34.7;24.2;17
1005.93;87.38;2.4;31.7;24.3;19
1005.12;80.88;0;31.1;23.9;15
1005.72;85.88;2.2;30;24;26
1006.42;83.25;0;29.6;23.7;19
1003.45;78.25;0;33;24.2;35
1003.04;77.25;0;32.5;23.5;37
1004.33;77.88;0;33;24.3;28
1003.19;77.38;0;32.8;23.6;24
999.71;83.5;10.1;32.1;24.3;30
999.19;94.5;5.1;30.8;24.3;19
1001.19;87.75;0;29.4;24.6;28
1003.82;80.63;0;30;24.8;24
1004.33;89.25;6.3;30.5;24.2;11
1004.61;77.63;0;33.3;24.5;22
1004.91;75.75;0;33;25.2;19
1002.71;79.75;0;31.9;24.8;19
1002.87;90.88;20.2;30.5;23.6;33
1002.83;86.88;0;31.5;23.6;24
1004.61;80.38;0;32.3;23.1;24
1005.14;79.25;0;31.9;23.4;20
1005.36;81;0;32.5;23.2;22
1004.93;86.75;25.6;33.1;24.6;33
1005.17;86.63;0.2;31.4;24.5;32
1006.38;89;11.7;32.2;24;28
1007.48;91.13;2.5;28.9;24;20
1007.92;93.13;31.6;29.5;23.5;22
1006.78;84.38;0.6;32.5;22.9;33
1005.92;79.88;0;33.2;23.8;19
1006.39;85.5;0;31.9;24.7;17
1006.05;84.38;12.7;32.6;23.7;19
1005.84;92.63;24.4;31.8;23.6;28
1005.45;87.25;0;31.1;23;28
1005.29;82.13;0;32.2;23.7;26
1005.72;80.38;0;32.3;24.9;17
1006.02;83.25;0;31.6;24.1;15
1005.26;83.88;1.5;31.7;23.9;22
1006.62;89.38;5.5;32;23.4;26
1007.85;87.5;0;30.7;23.9;32
1007.61;81.75;0;30.9;24.1;13
1006.76;83.5;0;34;24.3;28
1006.26;87;8.4;32.3;24.3;33
1005.37;82.75;0.3;31.9;24.2;11
1005.26;90.5;2.1;29.3;24.6;15
1004.36;85.75;9.1;33.4;23.9;32
1005.17;84;8.7;33.3;24.4;30
1005.41;87.25;3.2;32.3;24.3;24
1005.17;85.75;0;32.2;24.1;20
1004.29;86;36.6;31.5;24.7;28
1004.68;82.88;0;33.6;24.4;19
1004.85;90.75;15.5;32;24.1;24
1004.86;88.63;31.1;31;23.7;26
1006.92;91.25;1.8;28.6;22.9;22
1009.32;83.5;0;29.8;22.3;11
1008.8;78.25;0;30.5;22.1;17
1007.63;75.75;0;31.6;22.5;9
1005.69;75.25;0;34.3;22.7;13
1005.97;80.88;19;32.4;22.6;11
1006.84;88.88;23.6;30.8;22.7;9
1007.58;88.75;4.9;31;23;11
1007.88;88;5.2;29.9;23.7;30
1009.44;86.5;3.3;31.4;23;30
1008.56;85;0;31.8;23.4;20
1005.61;82.63;0;32.1;22.8;13
1004.27;83.5;0;33.9;22.8;13
1003.28;80;0;34.2;24.4;15
1002.44;82.38;0;33.2;24.1;30
1002.58;88.25;13.7;30.9;23.6;35
1004.08;95.13;9;28.4;23.8;15
1006.59;96.88;2.5;25.4;23.4;19
1008.43;83.25;0;31.1;22.4;15
1009.33;89.25;2.5;30.9;23.8;19
1008.61;86.88;0;32.2;22.7;19
1009.73;84.75;0;30.5;23.1;19
1011.05;82.88;0.5;30.1;22.7;19
1012.05;93.25;5.6;27.5;22.5;15
1013.27;88;13.7;30.9;22.2;24
1014.02;92.63;7.3;29.8;23;26
1014.24;84.5;0;28.9;22;15
1013.8;82.25;0;29.4;22.5;22
1012.96;83;0;31.8;22.1;13
1013.23;78.75;0;32.8;22;19
1012.66;80.88;0;31;21.4;15
1012.11;78.63;0;29.9;20.8;13
1011.37;78.5;0;30.8;20.5;13
1011.47;79.75;0;31.9;20.8;9
1011.5;76.88;0;32.3;21;13
1011.81;76.25;0;31.1;21.2;15
1012.06;77.88;0;31.2;20.1;11
1010.47;78.25;0;31.2;20.2;22
1009.51;79.75;0;31.6;19.8;13
